Feature ID,기능명,평면,현재 위치,사용자,Domain,EOS Ownership,EOS 대상,상태,플래그,결합도,테스트,Migration Action,매트릭스 판정,출시 우선도(제안),우선도 근거,선행 제안(v2.0),Migration Risk,A과목,B DB,C결합,D테스트,E상태,F데이터,총점,LOC,엔드포인트,쓰기EP,Adapter 의존,Mixed 의존,DB모델수,테스트fn,§3.4 KEEP충족(/6),§3.4 REPLACE신호(/6),§3.4 기준판정,판정 근거,근거
WM-E-108,교수법 팩·단원 DSL 컴파일·적재,백엔드 엔진,src/backend/whymath_backend/l1/pedagogy,Platform,Pedagogy,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: data_supplier,P0,Low,0,1,1,0,0,1,3,815,0,0,,,1,52,6,0,KEEP,§3.4 KEEP 6/6 충족,PED-01 팩 — 프롬프트 4계층 입력
WM-E-109,문제은행 적재·임베딩·시그니처·페르소나 적합·정답분포,백엔드 엔진,src/backend/whymath_backend/l1/problem_bank,Platform,Content,CORE,EOS Core,Production,,Med,Full,HEAVY_REFACTOR,HEAVY_REFACTOR,P0,"폐쇄루프: student_loop, production_loop, data_supplier",P0,High,1,2,2,0,2,3,10,1896,0,0,,schema.enums;schema.problem,4,415,5,1,KEEP,매트릭스 10점(10~13),"B7 코퍼스 2,647문"
WM-E-110,공식 그래프 적재,백엔드 엔진,"src/backend/whymath_backend/l1/formula_graph, src/data-pipeline/data_pipeline/formula_graph",Platform,Knowledge Graph,MIXED,Core/Adapter 분리 필요,Production,,Low,Full,POSTPONE,REFACTOR,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,High,3,1,0,0,1,1,6,798,0,0,,,1,28,4,1,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),S4-06 — 수식 엔티티 적재(MIXED)
WM-E-111,스킬 그래프 적재·해석,백엔드 엔진,"src/backend/whymath_backend/l1/skill_graph, src/data-pipeline/data_pipeline/skill_graph",Platform,Knowledge Graph,CORE,EOS Core,Production,,Low,Full,KEEP,REFACTOR,P0,폐쇄루프: data_supplier,P0,Med,1,1,1,0,1,2,6,866,0,0,,schema.enums,2,40,6,0,KEEP,§3.4 KEEP 6/6 충족,계획서 300 Skill 27건 — 얇음
WM-E-112,풀이 전략 그래프 적재,백엔드 엔진,"src/backend/whymath_backend/l1/strategy_graph, src/data-pipeline/data_pipeline/strategy_graph",Platform,Pedagogy,MIXED,Core/Adapter 분리 필요,Production,,Low,Full,POSTPONE,REFACTOR,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,High,3,1,0,0,1,1,6,800,0,0,,,1,25,4,1,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),전략 카탈로그(MIXED)
WM-E-113,문제 유형 그래프 적재,백엔드 엔진,"src/backend/whymath_backend/l1/problem_type_graph, src/data-pipeline/data_pipeline/problem_type_graph",Platform,Content,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,Low,0,1,0,0,1,1,3,776,0,0,,,1,30,6,0,KEEP,§3.4 KEEP 6/6 충족,S3-27 유형 태깅
WM-E-114,진단문항·소크라테스 프로브 적재,백엔드 엔진,src/backend/whymath_backend/l1/atom_probe,Platform,Assessment,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,Low,0,1,0,0,0,1,2,335,0,0,,,1,25,6,0,KEEP,§3.4 KEEP 6/6 충족,Phase 3 Slice 3
WM-E-115,저작권 게이트웨이·정책 엔진·귀속,백엔드 엔진,src/backend/whymath_backend/l1/rights,Platform,Content,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop, invariant",P0,Low,1,1,1,0,0,1,4,1238,0,0,,schema.enums;schema.problem,1,68,6,0,KEEP,§3.4 KEEP 6/6 충족,A4 저작권 원장 — LIC-01
WM-E-116,개념 시각화·시각 스타일 오버레이,백엔드 엔진,"src/backend/whymath_backend/l1/concept_visual_style, src/backend/whymath_backend/l1/concept_visualization",Platform,Interaction,CORE,EOS Core,Production,,Low,Full,POSTPONE,REFACTOR,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,Med,1,1,1,0,0,2,5,267,0,0,,schema.enums,2,11,6,0,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),VIZ 축
WM-E-117,임베딩 제공자 셀렉터(bge-m3·OpenAI·fake),백엔드 엔진,src/backend/whymath_backend/l1,Platform,AI Orchestration,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P1,Low,0,0,0,0,0,0,0,601,0,0,,,0,237,6,0,KEEP,§3.4 KEEP 6/6 충족,MEMORY 슬105 — 최종 확정 미결
WM-E-118,그래프 분석 유틸(ETL 측),백엔드 엔진,src/data-pipeline/data_pipeline/graph_analytics,Platform,Knowledge Graph,CORE,EOS Core,Production,,Low,Full,POSTPONE,KEEP,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,Low,0,0,0,0,1,0,1,438,0,0,,,0,10,6,0,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),data_pipeline 분석 — backend 대응 없음
WM-E-201,BKT 숙달 추정·개념/스킬 숙달 이력 영속,백엔드 엔진,src/backend/whymath_backend/l2,Student,Learning Model,CORE,EOS Core,Production,,Low,Full,KEEP,REFACTOR,P0,폐쇄루프: student_loop,P0,Med,1,2,1,0,2,2,8,631,0,0,,schema.enums,3,87,6,1,KEEP,§3.4 KEEP 6/6 충족,Gate2 ⑧ Mastery 자동 갱신
WM-E-202,IRT 문항·능력 동시 추정·θ 시계열,백엔드 엔진,src/backend/whymath_backend/l2,Student,Learning Model,CORE,EOS Core,Production,,Low,Full,KEEP,REFACTOR,P0,"폐쇄루프: student_loop, production_loop",P0,Med,1,2,1,0,0,3,7,597,0,0,,schema.enums,4,161,6,0,KEEP,§3.4 KEEP 6/6 충족,Gate2 ②·⑨ — CAT 기반
WM-E-203,문항 난이도 JMLE 보정 배치,백엔드 엔진,src/backend/whymath_backend/l2,Admin,Assessment,CORE,EOS Core,Batch,,Low,Partial,KEEP,REFACTOR,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,Med,0,1,1,1,1,2,6,147,0,0,,,2,8,6,0,KEEP,§3.4 KEEP 6/6 충족,D3 난이도 타당도 KPI 재료
WM-E-204,개념 진단(BKT↔IRT 교차)·LearnerState 조립,백엔드 엔진,src/backend/whymath_backend/l2,Student,Assessment,CORE,EOS Core,Production,,Med,Full,KEEP,REFACTOR,P0,폐쇄루프: student_loop,P0,Med,1,2,2,0,1,3,9,398,0,0,,schema.enums,5,308,5,0,KEEP,§3.4 KEEP 5/6 충족,Gate2 ②·③ — LearnerState 단일 API는 갭
WM-E-205,약개념·선수개념 추천·학습 경로·복습 큐,백엔드 엔진,src/backend/whymath_backend/l2,Student,Recommendation,CORE,EOS Core,Production,,Low,Full,KEEP,REFACTOR,P0,폐쇄루프: student_loop,P0,Med,1,1,1,0,1,2,6,1361,0,0,,schema.enums,2,612,6,0,KEEP,§3.4 KEEP 6/6 충족,Gate2 ④·⑨
WM-E-206,학습 증거 이벤트 적재(attempt·처치·추천 회계),백엔드 엔진,src/backend/whymath_backend/l2,Student,Event,CORE,EOS Core,Production,,Low,Full,KEEP,REFACTOR,P0,폐쇄루프: student_loop,P0,Med,1,1,1,0,2,2,7,660,0,0,,schema.enums,2,245,6,0,KEEP,§3.4 KEEP 6/6 충족,E3 Event — REC-03·PED-03·EOS-57
WM-E-207,목표 진행 조회 좌석,백엔드 엔진,src/backend/whymath_backend/l2,Student,Learning Model,CORE,EOS Core,Production,,Low,Full,POSTPONE,REFACTOR,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,Med,0,2,1,0,1,2,6,223,0,0,,,3,11,6,0,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),수능 D-day 축
WM-E-208,일별 학습 지표 롤업 writer,백엔드 엔진,"src/backend/whymath_backend/harness, src/backend/whymath_backend/l2",Admin,Analytics,CORE,EOS Core,Production,,Low,Full,HEAVY_REFACTOR,HEAVY_REFACTOR,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,High,1,2,1,0,3,3,10,1106,0,0,,schema.enums,4,60,6,0,KEEP,매트릭스 10점(10~13),COLLAB-03 시계열 3테이블
WM-E-301,LLM 라우터(3축 결정·모델 매트릭스·seed 정책),백엔드 엔진,src/backend/whymath_backend/l3,Platform,AI Orchestration,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,1,0,0,0,0,0,1,1327,0,0,,schema.enums,0,1425,6,0,KEEP,§3.4 KEEP 6/6 충족,A5 AI Model Gateway
WM-E-302,LLM 제공자(Ollama·Anthropic·복합),백엔드 엔진,src/backend/whymath_backend/l3/providers,Platform,AI Orchestration,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,0,0,1,0,1,0,2,972,0,0,,,0,232,6,0,KEEP,§3.4 KEEP 6/6 충족,A5 — 로컬 우선
WM-E-303,생성 파이프라인·Redis 캐시·Langfuse 관측,백엔드 엔진,"src/backend/whymath_backend/l3, src/backend/whymath_backend/l3/cache, src/backend/whymath_backend/l3/trace",Platform,AI Orchestration,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop, invariant",P0,Low,1,0,1,0,0,0,2,1125,0,0,,l3.pregenerate.validator,0,784,6,0,KEEP,§3.4 KEEP 6/6 충족,C1 사슬 골격 — 캐싱·추적 불변 계약
WM-E-304,QUALITY 티어 비동기 큐(Celery),백엔드 엔진,src/backend/whymath_backend/l3/queue,Platform,AI Orchestration,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P1,Low,1,0,1,0,0,0,2,559,0,0,,l3.pregenerate.validator,0,97,6,0,KEEP,§3.4 KEEP 6/6 충족,OPS-27 워커 미배포 — 202 영구 pending
WM-E-305,데이터 등급 → 국외 반출 게이트,백엔드 엔진,src/backend/whymath_backend/l3,Platform,Security,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop, invariant",P0,Low,1,0,0,0,0,0,1,333,0,0,,schema.enums,0,182,6,0,KEEP,§3.4 KEEP 6/6 충족,EOS-59 — AI Hub 반출 무해화(선언 §6-3)
WM-E-306,빌드타임 캐시 사전생성(pre-warm)·시드 검증,백엔드 엔진,src/backend/whymath_backend/l3/pregenerate,Admin,AI Orchestration,MIXED,Core/Adapter 분리 필요,Batch,,Med,Full,REFACTOR,REFACTOR,P0,"폐쇄루프: student_loop, production_loop",P1,High,3,0,2,0,2,0,7,1629,0,0,,,0,393,3,1,REFACTOR,"§3.4 KEEP 3/6 — 미충족 k1_subject_low, k4_model_ok, k5_coupling_low",S1 비용 게이트 재료
WM-E-307,DSL 콘텐츠 생성기(컴파일·검증·복구·변수 엔진),백엔드 엔진,src/backend/whymath_backend/l3/dsl,Admin,Content,MIXED,Core/Adapter 분리 필요,Production,,Low,Full,REFACTOR,KEEP,P0,폐쇄루프: production_loop,P0,High,3,0,0,0,0,0,3,1238,0,0,,l3.pregenerate.models,0,38,4,1,REFACTOR,"§3.4 KEEP 4/6 — 미충족 k1_subject_low, k4_model_ok",C2 DSL — 1건→다건 인스턴스
WM-E-308,교수법 렌더 어댑터 5종·평가 재료 뱅크,백엔드 엔진,src/backend/whymath_backend/l3/render,Platform,Pedagogy,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P0,Low,1,0,1,0,0,0,2,891,0,0,,l3.pregenerate.models;schema.enums,0,158,6,0,KEEP,§3.4 KEEP 6/6 충족,E1 render-vs-generate
WM-E-309,교수 콘텐츠 슬롯 파이프라인(생성→예심→검수),백엔드 엔진,src/backend/whymath_backend/l3/pedagogy,Admin,QA,CORE,EOS Core,Production,,Low,Full,KEEP,REFACTOR,P1,선행 P0 → 강등: 폐쇄루프 미도달(우회 가능),P0,Med,0,1,1,0,2,2,6,924,0,0,,,2,64,6,1,KEEP,§3.4 KEEP 6/6 충족,D1·D2 Publish Gate 계열
WM-E-310,비유·예시 생성기·결함 검출기,백엔드 엔진,src/backend/whymath_backend/l3/pedagogy,Platform,Pedagogy,CORE,EOS Core,Production,,High,Full,KEEP,REFACTOR,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,Med,0,1,3,0,1,2,7,1387,0,0,,,2,74,5,0,KEEP,§3.4 KEEP 5/6 충족,C8 — PED-09/24 회수 완료
WM-E-311,독립 다관점 LLM 교차검증,백엔드 엔진,src/backend/whymath_backend/l3,Platform,QA,CORE,EOS Core,Production,,Med,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P1,Low,0,0,2,0,0,0,2,652,0,0,,,0,83,5,0,KEEP,§3.4 KEEP 5/6 충족,S4-13 잔여 축 검출기
WM-E-312,풀이 경로(SolutionPath) 구조·조회 store,백엔드 엔진,src/backend/whymath_backend/l3,Platform,Content,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P0,Low,1,1,0,0,0,2,4,367,0,0,,schema.enums,2,35,6,0,KEEP,§3.4 KEEP 6/6 충족,C5 단계별 풀이 — S4-09
WM-E-313,시각화 명세 생성기·품질 채점,백엔드 엔진,src/backend/whymath_backend/l3,Platform,Interaction,CORE,EOS Core,Production,,Low,Full,POSTPONE,KEEP,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,Low,1,0,1,0,0,0,2,740,0,0,,schema.enums,0,170,6,0,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),05 §5.2 선언적 명세
WM-E-314,프롬프트 자산 레지스트리,백엔드 엔진,src/backend/whymath_backend/l3,Platform,Versioning,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,0,0,0,0,0,0,0,218,0,0,,,0,37,6,0,KEEP,§3.4 KEEP 6/6 충족,OPS-16 — docs/prompts 단일 진실 원천
WM-E-351,동등문제 생성 파이프라인(생성·수용 게이트·정규화·rephrase·감사),백엔드 엔진,src/backend/whymath_backend/l3/equivalent,Admin,Math Engine,ADAPTER,Math Adapter,Production,,High,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,0,0,3,0,1,0,4,4708,0,0,l3.finite_probability;l3.verify_answer;l3.verify_solution,l3.pregenerate.provenance_bridge;l3.pregenerate.validator;schema.enums;schema.problem,0,1237,5,0,KEEP,§3.4 KEEP 5/6 충족,C1·C3·C4 — 앵커 CU 생산 사슬
WM-E-352,단원별 스켈레톤 생성기 41종(초·중·고·대),백엔드 엔진,src/backend/whymath_backend/l3/equivalent,Admin,Math Engine,ADAPTER,Math Adapter,Production,,Med,Full,KEEP,REFACTOR,P0,폐쇄루프: production_loop,P0,Med,0,0,2,0,3,0,5,16981,0,0,l3.equivalent.acceptance;l3.equivalent.canonicalize;l3.equivalent.difficulty;l3.equivalent.generator;l3.verify_answer,schema.enums;schema.problem,0,675,5,0,KEEP,§3.4 KEEP 5/6 충족,B7 코퍼스 30종 생성기 — PB-13
WM-E-353,기호 동치·해집합 보존 판정 primitive,백엔드 엔진,src/backend/whymath_backend/l3,Platform,Math Engine,ADAPTER,Math Adapter,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,0,0,0,0,1,0,1,865,0,0,,l3.pregenerate.validator,0,153,6,0,KEEP,§3.4 KEEP 6/6 충족,SymPy 단일 권위 — 불변 계약
WM-E-354,답 검산(Tier1 수치·형태·최종답),백엔드 엔진,src/backend/whymath_backend/l3,Student,Math Engine,ADAPTER,Math Adapter,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,0,0,1,0,0,0,1,2027,0,0,l3.solution_set;l3.symbolic_equivalence,schema.enums,0,498,6,0,KEEP,§3.4 KEEP 6/6 충족,D1·E2 — EOS-28 답 형태
WM-E-355,단계·풀이 연쇄 검증·검증 등급,백엔드 엔진,src/backend/whymath_backend/l3,Student,Math Engine,MIXED,Core/Adapter 분리 필요,Production,,Med,Full,REFACTOR,REFACTOR,P0,"폐쇄루프: student_loop, production_loop",P0,High,3,0,2,0,0,0,5,1158,0,0,l3.equivalent.acceptance;l3.finite_probability;l3.solution_set;l3.statistical_claim;l3.symbolic_equivalence;l3.verify_answer,schema.enums,0,837,3,1,REFACTOR,"§3.4 KEEP 3/6 — 미충족 k1_subject_low, k4_model_ok, k5_coupling_low",C5 인접 단계 동치 — S4-54/55
WM-E-356,SymPy 불가 영역 검산(유한확률 전수·통계 자료형),백엔드 엔진,src/backend/whymath_backend/l3,Platform,Math Engine,ADAPTER,Math Adapter,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P1,Low,0,0,0,0,0,0,0,964,0,0,l3.verify_answer,,0,29,6,0,KEEP,§3.4 KEEP 6/6 충족,A3 비대수 앵커 — S4-13/53
WM-E-357,다중 풀이법 생성(접근법 6종),백엔드 엔진,src/backend/whymath_backend/l3,Platform,Math Engine,ADAPTER,Math Adapter,Production,,High,Full,POSTPONE,HEAVY_REFACTOR,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,High,0,2,3,0,3,2,10,1308,0,0,l3.verify_answer;l3.verify_solution;l3.verify_step,schema.problem,3,43,5,1,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),C6 이월 — S4-10 done
WM-E-358,표기 커버리지 게이트,백엔드 엔진,src/backend/whymath_backend/l3,Admin,Math Engine,ADAPTER,Math Adapter,Batch,,Low,Full,KEEP,KEEP,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,Low,0,0,0,0,1,0,1,828,0,0,,,0,35,6,0,KEEP,§3.4 KEEP 6/6 충족,NS-03 — 교육과정 표기 범위
WM-E-359,수식 낭독(AST→한국어)·역파서·학년별 프로파일,백엔드 엔진,"src/backend/whymath_backend/l3, src/backend/whymath_backend/l4/speech",Student,Math Engine,MIXED,Core/Adapter 분리 필요,Production,,Low,Full,POSTPONE,KEEP,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,High,3,0,0,0,0,0,3,1219,0,0,,schema.speech,0,22,4,1,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),접근성 축
WM-E-401,Polya 4단계 코칭 엔진·전이,백엔드 엔진,src/backend/whymath_backend/l4/polya,Student,Pedagogy,CORE,EOS Core,Production,,Med,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P0,Low,0,0,2,0,0,0,2,364,0,0,,,0,93,5,0,KEEP,§3.4 KEEP 5/6 충족,절대 원칙 — 모든 학습 경로 Polya 매핑
WM-E-402,소크라테스 6카테고리 선택,백엔드 엔진,src/backend/whymath_backend/l4/socratic,Student,Pedagogy,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,0,0,0,0,0,0,0,216,0,0,,,0,533,6,0,KEEP,§3.4 KEEP 6/6 충족,E2 코칭 발화 구조
WM-E-403,LTHC 적응(진입점·확장·비계),백엔드 엔진,src/backend/whymath_backend/l4/lthc,Student,Pedagogy,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P1,Low,0,0,0,0,0,0,0,199,0,0,,,0,127,6,0,KEEP,§3.4 KEEP 6/6 충족,04 교수학 — Low Threshold High Ceiling
WM-E-404,답 미루기 4단계 힌트·정서 안전 톤필터,백엔드 엔진,src/backend/whymath_backend/l4,Student,Pedagogy,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,0,0,0,0,0,0,0,185,0,0,,,0,49,6,0,KEEP,§3.4 KEEP 6/6 충족,C7 힌트 누설 무관용 — PED-35
WM-E-405,메타인지·보정·선수복습 코칭 결정,백엔드 엔진,src/backend/whymath_backend/l4,Student,Pedagogy,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P0,Low,0,0,1,0,0,0,1,500,0,0,,,0,403,6,0,KEEP,§3.4 KEEP 6/6 충족,메타인지 코어 — 페르소나 공유 축
WM-E-406,완료 상태머신·턴 메타·세션 회상,백엔드 엔진,src/backend/whymath_backend/l4,Student,Pedagogy,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,1,0,1,0,0,0,2,693,0,0,,schema.enums,0,111,6,0,KEEP,§3.4 KEEP 6/6 충족,S3-32 완료 경로 — attempt 생산자
WM-E-407,풀이 계산오류 → 검산 코칭 오케스트레이터,백엔드 엔진,src/backend/whymath_backend/l4,Student,Pedagogy,MIXED,Core/Adapter 분리 필요,Production,,Med,Full,REFACTOR,REFACTOR,P0,폐쇄루프: student_loop,P0,High,3,0,2,0,0,0,5,282,0,0,l3.verify_solution;l4.misconception.wrong_form_match,l3.pregenerate.models;l3.pregenerate.validator;schema.enums,0,80,3,1,REFACTOR,"§3.4 KEEP 3/6 — 미충족 k1_subject_low, k4_model_ok, k5_coupling_low",L3→L4 결선(MIXED)
WM-E-408,콘텐츠 공급 경로(DSL 캐시·render-vs-generate),백엔드 엔진,src/backend/whymath_backend/l4,Student,Pedagogy,CORE,EOS Core,Production,,Med,Full,KEEP,KEEP,P0,폐쇄루프: student_loop,P0,Low,1,0,2,0,0,0,3,416,0,0,,schema.enums,0,71,5,0,KEEP,§3.4 KEEP 5/6 충족,E1 학습 공급
WM-E-409,교수전략 선택기·팩 프롬프트 조립·금지모드 가드,백엔드 엔진,src/backend/whymath_backend/l4/pedagogy,Student,Pedagogy,CORE,EOS Core,Production,pedagogy_pack_prompt_enabled=True,Med,Full,KEEP,REFACTOR,P0,"폐쇄루프: student_loop, production_loop",P0,Med,1,1,2,0,1,1,6,1222,0,0,,schema.enums,1,191,5,0,KEEP,§3.4 KEEP 5/6 충족,PED-01/14 — 4계층 프롬프트
WM-E-410,적응 교수법 policy(Thompson sampling·안전제약),백엔드 엔진,src/backend/whymath_backend/l4/pedagogy/adaptive,Student,Pedagogy,CORE,EOS Core,Production,,Low,Full,KEEP,REFACTOR,P1,선행 제안 승계(P1) — 폐쇄루프 미도달,P1,Med,1,1,1,0,1,1,5,373,0,0,,schema.enums,1,24,6,0,KEEP,§3.4 KEEP 6/6 충족,PED-03 — 승격 게이트 대기
WM-E-411,오개념 진단·개입·매칭 게이트·distractor 카탈로그,백엔드 엔진,src/backend/whymath_backend/l4/misconception,Student,Pedagogy,CORE,EOS Core,Production,,Med,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,1,0,2,0,1,0,4,2043,0,0,,schema.problem,0,1143,5,0,KEEP,§3.4 KEEP 5/6 충족,B6·Gate2 ⑦ 오개념 기록
WM-E-412,활성 오개념 가설·프로브 선택·웜스타트·증거 저장,백엔드 엔진,src/backend/whymath_backend/l4/misconception,Student,Pedagogy,CORE,EOS Core,Production,,Med,Full,HEAVY_REFACTOR,HEAVY_REFACTOR,P0,"폐쇄루프: student_loop, production_loop",P0,High,0,2,2,0,3,3,10,1423,0,0,,,4,848,5,0,KEEP,매트릭스 10점(10~13),WH-1 §8.4 — 가설 감쇠·ε 규칙
WM-E-413,오개념 의미(임베딩) 매칭 + shadow,백엔드 엔진,"src/backend/whymath_backend/l4/misconception, src/backend/whymath_backend/l4/misconception/semantic",Student,Pedagogy,CORE,EOS Core,Flag-off,"misconception_semantic_mode=""off""",Med,Full,REFACTOR,REFACTOR,P1,"정적 도달(student_loop, production_loop)했으나 Flag-off — 우회 가능",P1,Med,0,1,2,0,1,1,5,2279,0,0,,,1,401,4,0,REFACTOR,"§3.4 KEEP 4/6 — 미충족 k5_coupling_low, k6_verified",slice 104~111 — 방향맹 FP 측정 중
WM-E-414,오개념 방향 판별 LLM-judge + shadow,백엔드 엔진,src/backend/whymath_backend/l4/misconception,Student,Pedagogy,CORE,EOS Core,Flag-off,misconception_judge_enabled=False,Med,Full,REFACTOR,KEEP,P1,정적 도달(student_loop)했으나 Flag-off — 우회 가능,P1,Low,0,0,2,0,1,0,3,670,0,0,,,0,449,4,0,REFACTOR,"§3.4 KEEP 4/6 — 미충족 k5_coupling_low, k6_verified",슬108 — coach 미배선
WM-E-415,오개념 크로스링크(kebab↔M-id) 후보·트리아지·검수·shadow,백엔드 엔진,src/backend/whymath_backend/l4/misconception,Admin,Pedagogy,CORE,EOS Core,Flag-off,"misconception_crosslink_mode=""off""",Med,Full,REFACTOR,KEEP,P1,"정적 도달(student_loop, production_loop)했으나 Flag-off — 우회 가능",P0,Low,0,0,2,0,0,0,2,2369,0,0,,,0,144,4,0,REFACTOR,"§3.4 KEEP 4/6 — 미충족 k5_coupling_low, k6_verified",crosswalk_gate_contract.md 코드 동결
WM-E-416,오답 형태 SymPy 매칭(canonical_wrong_form) + shadow,백엔드 엔진,src/backend/whymath_backend/l4/misconception,Student,Math Engine,ADAPTER,Math Adapter,Flag-off,"misconception_wrong_form_mode=""off""",Low,Full,KEEP,KEEP,P1,정적 도달(student_loop)했으나 Flag-off — 우회 가능,P1,Low,0,0,1,0,0,0,1,355,0,0,l3.symbolic_equivalence,,0,28,5,0,KEEP,§3.4 KEEP 5/6 충족,B6 기계판정 채널 — MISC-07
WM-E-417,중간 단계 등가성 shadow 관측·평가,백엔드 엔진,src/backend/whymath_backend/l4,Student,Pedagogy,CORE,EOS Core,Flag-off,l4_step_shadow_enabled=False,Low,Full,KEEP,KEEP,P1,정적 도달(student_loop)했으나 Flag-off — 우회 가능,P1,Low,1,0,0,0,0,0,1,607,0,0,,l3.pregenerate.validator,0,54,5,0,KEEP,§3.4 KEEP 5/6 충족,비노출·비차단 진단
WM-E-418,학습 장면(LearningScene) DSL·생성·시각화 정책,백엔드 엔진,src/backend/whymath_backend/l4,Student,Interaction,CORE,EOS Core,Production,,Med,Full,POSTPONE,KEEP,P2,선행 제안 승계(P2) — 폐쇄루프 미도달,P2,Low,1,0,2,0,1,0,4,888,0,0,,schema.enums,0,146,5,0,POSTPONE,P2(12월 폐쇄루프 비관여 — 이월≠삭제),S2·S3 장면 명세
WM-E-419,SubjectAdapter 계약 + 수학 구현,백엔드 엔진,"src/backend/whymath_backend/l4, src/backend/whymath_backend/schema",Platform,AI Orchestration,MIXED,Core/Adapter 분리 필요,Production,,Med,Full,REFACTOR,REFACTOR,P0,폐쇄루프: student_loop,P0,High,3,0,2,0,0,0,5,483,0,0,l3.equivalent.rephrase;l3.symbolic_equivalence;l3.verifier;l3.verify_answer;l3.verify_answer_form;l3.verify_final_answer,,0,17,3,1,REFACTOR,"§3.4 KEEP 3/6 — 미충족 k1_subject_low, k4_model_ok, k5_coupling_low",EOS-66 — Core/Adapter 경계의 유일한 다리
WM-E-420,L4 공용 모델·인터페이스,백엔드 엔진,src/backend/whymath_backend/l4,Platform,Pedagogy,CORE,EOS Core,Production,,Low,Full,KEEP,KEEP,P0,"폐쇄루프: student_loop, production_loop",P0,Low,0,0,0,0,0,0,0,189,0,0,,,0,371,6,0,KEEP,§3.4 KEEP 6/6 충족,Pydantic·Protocol
